barcode,barcode_type,gs1_country,product_name,brand,ingredients,e_numbers_found,image_url,country_of_origin,halal_cert_mentions,source_url,source_name,verification_score,confidence,scan_count
6298976600681,EAN13,United Arab Emirates,Syriana virgin olive oil 1 liter,Syriana,,[],https://www.alrawdha-ind.com/api/media-assets/26842f4c-732d-4165-ba34-3c154cfac186,United Arab Emirates,[],https://www.alrawdha-ind.com/ar/products/syriana-virgin-olive-oil-1-l,alrawdha-ind.com,160,,2
4589449330016,EAN13,Japan,White Almond Chocolate,REIKA JAPAN,Ingredients / Materials,[],https://image.dokodemo.world/catalog-skus/9015929/4ce9ad513290cc04a09c29baa0ab6951.jpeg?d=200x0,Japan,[],https://dokodemo.world/en/item/1903886/,dokodemo.world,160,,1
4901515008726,EAN13,Japan,,,"Ingredients: Soy sauce (contains soybeans and wheat) (domestically produced), high-fructose corn syrup, sugar, garlic, salt, onion, brewed vinegar, miso, fructose corn syrup, garlic extract, garlic powder (contains dairy ingredients), flavoring oil (contains soybeans and sesame), spices, wheat fermented seasoning, yeast extract/alcohol, thickening agent (modified starch, thickening polysaccharide), spice extract",[],,Japan,[],https://www.amazon.co.jp/%E3%82%AD%E3%83%83%E3%82%B3%E3%83%BC%E3%83%9E%E3%83%B3%E9%A3%9F%E5%93%81-%E3%82%8F%E3%81%8C%E5%AE%B6%E3%81%AF%E7%84%BC%E8%82%89%E5%B1%8B%E3%81%95%E3%82%93-%E7%84%A6%E3%81%8C%E3%81%97%E3%81%AB%E3%82%93%E3%81%AB%E3%81%8F-400%EF%BD%87/dp/B09TDSWNFQ,amazon.co.jp,60,,5
4903020005894,EAN13,Japan,ヤガイ おやつカルパス 3.4g 30コ入り 2026/01/26発売 (4903020005894),,,[],https://item-shopping.c.yimg.jp/i/l/okashinomarch_4903020005894_i_20260125235809,Japan,[],https://store.shopping.yahoo.co.jp/okashinomarch/4903020005894.html,store.shopping.yahoo.co.jp,160,,1
8904145911509,EAN13,India,Ensure plus powder vanilla flavor 400g jar - WELLNESS PRO,,,[],https://ugwellnesspro.com/wp-content/uploads/2023/05/203302-768x1024.jpg,India,[],https://ugwellnesspro.com/product/ensure-plus-vanilla-flavor-400g-jar/,ugwellnesspro.com,160,,2
6974648640420,EAN13,China,,,,[],,China,[],https://s.taobao.com/search?q=6974648640420,s.taobao.com,60,,1
4901551161751,EAN13,Japan,110 yen Kracie Chupa Chups Sour Tube Long Gummy [1 box of 20 pieces]: Online shopping for candy and sweets | Wholesaler Mikami Online Shop,,,[],https://makeshop-multi-images.akamaized.net/gmosp1173/itemimages/000000008867_4WHx625.jpg,Japan,[],https://www.dagashi-ya.jp/view/item/000000008867,dagashi-ya.jp,60,,1
8888202026859,EAN13,Singapore,ENCHANTEUR ALLURING ROLL-ON 50ML,Enchanteur,,[],https://arysahulatbazar.pk/wp-content/uploads/2024/01/61B5eCyn34L.jpg,Singapore,[],https://arysahulatbazar.pk/product/enchanteur-alluring-roll-on-50ml/,arysahulatbazar.pk,160,,2
8850987142338,EAN13,Thailand,8850987142338 - Best prices & promotions | Lazada Thailand,,,[],,Thailand,[],https://www.lazada.co.th/catalog/?q=8850987142338,lazada.co.th,60,,1
4977856207142,EAN13,Japan,,,,[],,Japan,[],https://www.amazon.co.jp/s?k=4977856207142#skippedLink,amazon.co.jp,60,,2
6297000189437,EAN13,United Arab Emirates,Manchester – HQ – extra,,"Incomplete or incorrect information? Category, labels, ingredients, allergens, nutritional information, photos etc. If the information does not match the information on the packaging, you can complete or correct it. Thank you!
                Open Food Facts is a collaborative database, and every contribution is useful for all. Complete or correct product information If you want to report vandalism, inappropriate content or erroneous data you can't fix yourself, report it to our moderators team. Report this product to our moderators",[],https://static.openproductsfacts.org/images/logos/opf-logo-vertical-white-social-media-preview.png,United Arab Emirates,[],https://world.openproductsfacts.org/product/6297000189437/manchester-hq,world.openproductsfacts.org,60,,3
6131548000161,EAN13,Algeria,cigarettes,lucky strike,,[],https://images.openproductsfacts.org/images/products/613/154/800/0161/front_fr.4.400.jpg,Algérie,[],https://world.openproductsfacts.org/api/v2/product/6131548000161.json,OpenProductsFacts,100,,1
9555693805438,EAN13,Malaysia,9555693805438 - Harga Terbaik & Tawaran | Lazada Malaysia,,,[],,Malaysia,[],https://www.lazada.com.my/catalog/?q=9555693805438,lazada.com.my,60,,1
6934209100374,EAN13,China,,,,[],,China,[],https://s.taobao.com/search?q=6934209100374,s.taobao.com,60,,1
620514019970,UPC_A,United States / Canada,National Foods Jelly Crystal - Mango 2.82 oz (80g) | Quick & Easy Jello | Preservative Free | Sweet & Tasty Treat | Box Pack (Pack of 20),National,,[],https://i5.walmartimages.com/asr/95469abc-cffb-467c-808d-3cae093690e2.31a88a922beaf1313124dccac105f28e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,United States / Canada,[],https://api.upcitemdb.com/prod/trial/lookup?upc=0620514019970,UPCitemdb,100,high,1
5036606497703,EAN13,United Kingdom,Farm Foods Ice Cream Chocolate Wafers 4 Xl,Farm Foods,"Scan barcode, see ingredient and explore Halal products instantly.",[],https://www.mustakshif.com/public/uploads/products/product_5036606497703_Mustakshif.jpg,United Kingdom,"[""Halal"", ""halal""]",https://www.mustakshif.com/product/detail/5036606497703/farm-foods-ice-cream-chocolate-wafers-4-xl,mustakshif.com,160,high,4
84165961,EAN8,United States / Canada,Cigarettes are industrialized,"Camel, Jt international",,[],https://images.openproductsfacts.org/images/products/000/008/416/5961/front_fr.37.400.jpg,Espagne,[],https://world.openproductsfacts.org/api/v2/product/0000084165961.json,OpenProductsFacts,100,high,2
8691190120474,EAN13,Turkey,"Golden Rose Silky Smooth Base Eyeshadow Primer - Crease-proof, Fade-proof",Golden Rose,,[],,Turkey,[],https://api.upcitemdb.com/prod/trial/lookup?upc=8691190120474,UPCitemdb,100,high,1
6920152400371,EAN13,China,Ad-2612aus Samsung Adaptor 12v 2.2a 25w For Chromebook Xe500c13k06us Notebook,Samsung,,[],,China,[],https://api.upcitemdb.com/prod/trial/lookup?upc=6920152400371,UPCitemdb,100,high,1
5021554005575,EAN13,United Kingdom,Fruit puree Clearspring Pear organic 100 g (5021554005575),Clearspring,,[],https://content2.rozetka.com.ua/goods/images/base_action/585353571.jpg,United Kingdom,[],https://rozetka.com.ua/ua/clearspring-5021554005575/p535528914/,rozetka.com.ua,160,high,1
8851351387904,EAN13,Thailand,Hot Kimbap with Pork Bulgogi,EZYGO,,[],,ประเทศไทย (Thai),[],https://world.openfoodfacts.org/api/v2/product/8851351387904.json,OpenFoodFacts,100,high,6
8803937311117,EAN13,South Korea,"Korean Red Ginseng Granule Tea 3g X 100 Bags / Panax Ginseng, Licorice","Korean One Ginseng Products Co.,Ltd",,[],,South Korea,[],https://api.upcitemdb.com/prod/trial/lookup?upc=8803937311117,UPCitemdb,100,high,2
4535659001185,EAN13,Japan,Japanese Aooni Empty Can 350ml From Japan Free Shipping,Aooni,,[],,Japan,[],https://api.upcitemdb.com/prod/trial/lookup?upc=4535659001185,UPCitemdb,100,high,2
8594157150395,EAN13,Czech Republic,Honey flavored layer cake,Medovnik,,[],,Deutschland,[],https://world.openfoodfacts.org/api/v2/product/8594157150395.json,OpenFoodFacts,100,high,1
4901201224799,EAN13,Japan,12001205 Blended Coffee,UCC,"Coffee (domestic production), sugar, _skimmed milk powder_, _whole milk powder_, dextrin/emulsifier, sweetener (acesulfame K)",[],,Japan,[],https://world.openfoodfacts.org/api/v2/product/4901201224799.json,OpenFoodFacts,100,high,2
4088700113974,EAN13,Germany,Probiotic cultured drink,Biocult,"Water, Sugar, Fructose Syrup, Maltodextrin (corn), Milk Protein Concentrate, Milk Solids, Stabilisers (405, 466, 440(, Flavour, Live Probiotic Culture (Lactobacillus casei).",[],https://images.openfoodfacts.org/images/products/408/870/011/3974/front_en.3.400.jpg,Australia,[],https://world.openfoodfacts.org/api/v2/product/4088700113974.json,OpenFoodFacts,100,high,3
4070757099981,EAN13,Germany,Golden Power,,,[],https://images.openfoodfacts.org/images/products/407/075/709/9981/front_fr.3.400.jpg,France,[],https://world.openfoodfacts.org/api/v2/product/4070757099981.json,OpenFoodFacts,100,high,1
4009900582353,EAN13,Germany,Menthe givre,,,[],https://images.openfoodfacts.org/images/products/400/990/058/2353/front_fr.3.400.jpg,France,[],https://world.openfoodfacts.org/api/v2/product/4009900582353.json,OpenFoodFacts,100,high,2
8006540945162,EAN13,Italy,Blend-a-med Classic Zahncreme,Procter & Gamble,"Aqua, Sorbitol, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Cellulose Gum, Aroma, Sodium Hydroxide, Carbomer, Sodium Saccharin, Sodium Fluoride, Xanthan Gum, Limonene, Polysorbate 80",[],https://images.openbeautyfacts.org/images/products/800/654/094/5162/front_de.17.400.jpg,Deutschland,[],https://world.openbeautyfacts.org/api/v2/product/8006540945162.json,OpenBeautyFacts,100,high,1
072108160986,UPC_A,United States / Canada,Mini Strawberry Shortcake,Moon Pie,"Wheat flour, sugar, corn syrup, palm oil, palm kernel oil, invert sugar, water, gelatin, corn starch, salt, soy lecithin, natural flavor, artificial flavor, ammonium bicarbonate, corn sugar, baking soda, monocalcium phosphate, cinnamon, FD&C Red #40 Lake. Contains bioengineered food ingredients.",[],https://images.openfoodfacts.org/images/products/007/210/816/0986/front_en.3.400.jpg,United States,[],https://world.openfoodfacts.org/api/v2/product/0072108160986.json,OpenFoodFacts,100,high,3
4068262109844,EAN13,Germany,Apple pie,,,[],https://images.openfoodfacts.org/images/products/406/826/210/9844/front_fr.3.400.jpg,France,[],https://world.openfoodfacts.org/api/v2/product/4068262109844.json,OpenFoodFacts,100,high,2
9310645444802,EAN13,Australia,URBAN Coffee Culture,Coles Smart Buy,Freeze Dried Instant Coffee. FRUITY Rainforest Alliance Certified. The Rainforest Alliance seal means that coffee is grown using methods that promote a better future for people and nature. To learn more visit ra.org STORAGE Keep lid tightly closed and,[],https://images.openfoodfacts.org/images/products/931/064/544/4802/front_en.3.400.jpg,Australia,[],https://world.openfoodfacts.org/api/v2/product/9310645444802.json,OpenFoodFacts,100,high,1
8858998584901,EAN13,Thailand,Kyoho Grape and Lemon Flavored Drink,Mirinda,,[],,Thailand,[],https://world.openfoodfacts.org/api/v2/product/8858998584901.json,OpenFoodFacts,100,high,2
8001090132017,EAN13,Italy,Oral-B,,,[],https://images.openproductsfacts.org/images/products/800/109/013/2017/front_en.3.400.jpg,United Kingdom,[],https://world.openproductsfacts.org/api/v2/product/8001090132017.json,OpenProductsFacts,100,high,2
8700216264747,EAN13,Netherlands,Air Mist,fever,,[],https://images.openproductsfacts.org/images/products/870/021/626/4747/front_en.3.400.jpg,France,[],https://world.openproductsfacts.org/api/v2/product/8700216264747.json,OpenProductsFacts,100,high,2
8999908005205,EAN13,Indonesia,year c,Lifting,,[],,Indonesia,[],https://world.openbeautyfacts.org/api/v2/product/8999908005205.json,OpenBeautyFacts,100,high,1
6111260265321,EAN13,Morocco,,,"AQUA, CETEARYL ALCOHOL, BUTYROSPERMUM PARKII BUTTER, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARETH-20, GLYCERIN, TITANIUM DIOXIDE, ZINC OXIDE, GLYCERYL STEARATE, CERA ALBA, ETHYLHEXYL PALMITATE, SIMMONDSIA CHINENSIS SEED OIL, BENZYL ALCOHOL, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL CARBOMER, ETHYLHEXYL METHOXYCINNAMATE, SESAMUM INDICUM SEE OIL, TOCOPHEROL, TRITICUM VULGARE GERM OIL, CETEARYL GLUCOSID DECYL GLUCOSIDE, PROPYLENE GLYCOL, TOCOPHERYL ACETATE, XANT GUM, PARFUM, SODIUM BENZOATE, POTASSIUM SORBATE, TETRASOD EDTA, TRIETHANOLAMINE, DEHYDROACETIC ACID, BENZYL SALICYLATE HEXYL CINNAMAL, GERANIOL, EUGENOL Fabriqué par RCOS laboratoires 126 LOT AL MASSAR 40000 RAKECH-MAROC. DISTRIBUÉ PAR: STE NEW SOUTH HUB SARL 316 GRPE EL AHD NAHDA 1, RABAT. www.IRCOSLABORATOIRES.COM eve VEGAN EVE VEGAN 01 Ka 55555 6111260 265321",[],https://images.openbeautyfacts.org/images/products/611/126/026/5321/front_fr.5.400.jpg,"France, Maroc",[],https://world.openbeautyfacts.org/api/v2/product/6111260265321.json,OpenBeautyFacts,100,high,1
4061461379285,EAN13,Germany,Skyr strawberry,milsani,,[],https://images.openfoodfacts.org/images/products/406/146/137/9285/front_en.3.400.jpg,United States,[],https://world.openfoodfacts.org/api/v2/product/4061461379285.json,OpenFoodFacts,100,high,2
4901360363360,EAN13,Japan,chocolate,bourbon,,[],,日本,[],https://world.openfoodfacts.org/api/v2/product/4901360363360.json,OpenFoodFacts,100,high,10
629025411150,UPC_A,United States / Canada,Strawberry Yogurt Drink,Iogo,,[],,Canada,[],https://world.openfoodfacts.org/api/v2/product/0629025411150.json,OpenFoodFacts,100,high,2
5011309163711,EAN13,United Kingdom,Ointment,Zeroderma,"liquid paraffin 40% w/w, white soft paraffin 30% w/w, cetearyl alcohol, polysorbate 60",[],https://images.openbeautyfacts.org/images/products/501/130/916/3711/front_en.3.400.jpg,Germany,[],https://world.openbeautyfacts.org/api/v2/product/5011309163711.json,OpenBeautyFacts,100,high,1
3600542525794,EAN13,France,Shampooing doux Ultra Doux,Garnier,"AQUA/WATER, AMMONIUM LAURYL SULFATE, SODIUM CHLORIDE, COCAMIDOPROPYL BETAINE, TILIA CORDATA FLOWER EXTRACT, TRIETHYL CITRATE, SODIUM HYDROXIDE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CITRIC ACID, MALTODEXTRIN, SODIUM BENZOATE, BENZOIC ACID, LINALOOL, GERANIOL, CITRONELLOL, BENZYL. ALCOHOL, PARFUM/FRAGRANCE. F.I.L. Z297683/1",[],https://images.openbeautyfacts.org/images/products/360/054/252/5794/front_fr.3.400.jpg,France,[],https://world.openbeautyfacts.org/api/v2/product/3600542525794.json,OpenBeautyFacts,100,high,2
3574661231372,EAN13,France,Shampooing Force & Éclat,Le Petit Marseillais,"Aqua, Ammonium Lauryl Sulfate, Glycerin, Cocamidopropyl Betaine, Sodium Chloride, Parfum, Geranyl Acetate, Tetramethyl Acetyloctahydronaphthalenes, Citric Acid, Sodium Benzoate, Coco-Glucoside, Glyceryl Oleate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Pyrus Malus Fruit Extract, Olea Europaea Leaf Extract, Potassium Sorbate, Tocopherol, Hydrogenated Palm Glycerides Citrate [PR-0001698]",[],https://images.openbeautyfacts.org/images/products/357/466/123/1372/front_fr.15.400.jpg,France,[],https://world.openbeautyfacts.org/api/v2/product/3574661231372.json,OpenBeautyFacts,100,high,2
3600551183978,EAN13,France,Mixa repair cream,Cica cream mix,,[],https://images.openbeautyfacts.org/images/products/360/055/118/3978/front_fr.7.400.jpg,فرنسا,[],https://world.openbeautyfacts.org/api/v2/product/3600551183978.json,OpenBeautyFacts,100,high,2
8714789921006,EAN13,Netherlands,toothpaste,meridol,"meridol balm for your gums Bacteria often settle on the edge of the gums, They are the main cause of gum inflammation, These can often occur at the same time as tooth discoloration, meridol® GENTLE WHITE toothpaste fights the bacterial cause - not just the symptoms, The dental care formula works effectively and gently like a balm, it keeps the gums healthy, The natural whiteness of the teeth is preserved and tooth discoloration is removed, from gum inflammation before it Protects against: Gum inflammation • Bleeding gums • Receding gums • Periodontitis • Plaque formation, tooth decay • Tooth discoloration",[],https://images.openbeautyfacts.org/images/products/871/478/992/1006/front_de.19.400.jpg,Deutschland,[],https://world.openbeautyfacts.org/api/v2/product/8714789921006.json,OpenBeautyFacts,100,high,2
4068706738128,EAN13,Germany,dental gum,Aldi,,[],https://images.openproductsfacts.org/images/products/406/870/673/8128/front_en.9.400.jpg,Belgium,[],https://world.openproductsfacts.org/api/v2/product/4068706738128.json,OpenProductsFacts,100,high,6
8410751030911,EAN13,Spain,Original,"Briseis, Tulipán Negro",,[],https://images.openbeautyfacts.org/images/products/841/075/103/0911/front_en.14.400.jpg,"Algeria, Morocco, Spain",[],https://world.openbeautyfacts.org/api/v2/product/8410751030911.json,OpenBeautyFacts,100,high,1
4104260064539,EAN13,Germany,Kokus Haareachs,SWISS O-PAR,"Ingredients: Petrolatum, Cocos Nucifera Oil, Cera Alba, Parfum, Tocopheral, Coumarin, Benzyl Benzoate, Ascorbyl Palmitate, Hydroxycitronellal, Ascorbic Acid, Citric Acid, PEG-8",[],https://images.openbeautyfacts.org/images/products/410/426/006/4539/front_de.4.400.jpg,Deutschland,[],https://world.openbeautyfacts.org/api/v2/product/4104260064539.json,OpenBeautyFacts,100,high,1
65681244,EAN8,United States / Canada,Spicy Lentil Wrap with Spicy Tahini Sauce,Trader Joe's,,[],https://images.openfoodfacts.org/images/products/000/006/568/1244/front_en.3.400.jpg,United States,[],https://world.openfoodfacts.org/api/v2/product/0000065681244.json,OpenFoodFacts,100,high,2
6130261210048,EAN13,Algeria,Chargement…,,,[],https://images.openbeautyfacts.org/images/products/613/026/121/0048/front_fr.4.400.jpg,Algeria,[],https://world.openbeautyfacts.org/api/v2/product/6130261210048.json,OpenBeautyFacts,100,high,3
4061463080424,EAN13,Germany,Washing up liquid,Magnum,"15-30% Anionic Surfactants. 5-15% Non-lonic Surfactants Less than 5% Amphoteric Surfactants. Also contains: Perfume, Limonene, Preservatives Methylchloroisothiazolinone and Methylisothiazolinone. ! WARNING Magnum Original Washing Up Liquid. Causes serious eye irritation. If medical advice is needed, have product container or label at hand. Keep out of reach of children. Wash hands thoroughly after handling. IF IN EYES: Rinse cautiously with water for several minutes. Remove contact lenses, if present and easy to do. continue rinsing. If eye irritation persists: Get medical advice/ention. UFI: G441-97RU-2NON-QQFN. Please pe for a Safety Data Sheet: Tel: UK 0800 644 6090 IRE 1800910. Further product information: www.safetydatasheetsinfo.com STORAGE: Do not store below 4°C H A.I.S.E. 500mle MMM A Charter NRIGHT mber EU If you are not entirely satisfied with this product pe return it to the store where it was purchased and we willased to replace or refund it. This does not affect your status rights. PRODUCED FUR Produced in UK. CAP ON C Recycle Bottle made from 100% recycled plastic without label and cap 4061463080424 30022007",[],https://images.openbeautyfacts.org/images/products/406/146/308/0424/front_en.3.400.jpg,United Kingdom,[],https://world.openbeautyfacts.org/api/v2/product/4061463080424.json,OpenBeautyFacts,100,high,1
5601036208382,EAN13,Portugal,gel,,,[],https://images.openbeautyfacts.org/images/products/560/103/620/8382/front_en.6.400.jpg,"Morocco, Portugal",[],https://world.openbeautyfacts.org/api/v2/product/5601036208382.json,OpenBeautyFacts,100,high,2
8809348253848,EAN13,South Korea,Korean Pancake Mix,Good Today,,[],,Malaysia,[],https://world.openfoodfacts.org/api/v2/product/8809348253848.json,OpenFoodFacts,100,high,2
8999999527563,EAN13,Indonesia,Lux Soft Touch Pink 80g,,,[],https://images.openproductsfacts.org/images/products/899/999/952/7563/front_en.3.400.jpg,Singapore,[],https://world.openproductsfacts.org/api/v2/product/8999999527563.json,OpenProductsFacts,100,high,6
8809950201138,EAN13,South Korea,Good seoul tubes sour and onion,,,[],https://images.openfoodfacts.org/images/products/880/995/020/1138/front_en.3.400.jpg,Lebanon,[],https://world.openfoodfacts.org/api/v2/product/8809950201138.json,OpenFoodFacts,100,high,4
84165947,EAN8,United States / Canada,Classic Winston,Winston,,[],https://images.openproductsfacts.org/images/products/000/008/416/5947/front_es.23.400.jpg,España,[],https://world.openproductsfacts.org/api/v2/product/0000084165947.json,OpenProductsFacts,100,high,6
8445292562485,EAN13,Spain,Smoky Mac & Cheese,Maggi - 5 Minuten Terrine,,[],https://images.openfoodfacts.org/images/products/844/529/256/2485/front_de.3.400.jpg,Deutschland,[],https://world.openfoodfacts.org/api/v2/product/8445292562485.json,OpenFoodFacts,100,high,3
59095620,EAN8,United States / Canada,Cotton Dry,Rexona,,[],https://images.openbeautyfacts.org/images/products/000/005/909/5620/front_de.5.400.jpg,Deutschland,[],https://world.openbeautyfacts.org/api/v2/product/0000059095620.json,OpenBeautyFacts,100,high,4
5999571055876,EAN13,Hungary,energy drink,,,[],https://images.openfoodfacts.org/images/products/599/957/105/5876/front_fr.3.400.jpg,France,[],https://world.openfoodfacts.org/api/v2/product/5999571055876.json,OpenFoodFacts,100,high,9
6191513503806,EAN13,Tunisia,Mozzarella,Kaiser,,[],https://images.openfoodfacts.org/images/products/619/151/350/3806/front_en.3.400.jpg,United States,[],https://world.openfoodfacts.org/api/v2/product/6191513503806.json,OpenFoodFacts,100,high,3
8712561483162,EAN13,Netherlands,,Vaseline,"Aqua, Petrolatum, Glycerin, Stearic Acid, Isopropyl Palmitate, Glycol Stearate, Dimethicone, Triethanolamine, Glyceryl Stearate, Butyrospermum Parkii Butter, Theobroma Cacao Seed Butter, Cetyl Alcohol, Phenoxyethanol, Methylparaben, Parfum, Magnesium Aluminum Silicate, Carbomer, Propylparaben, Stearamide AMP, Disodium EDTA, Caramel, Maltodextrin, Coumarin, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool. BOTTLE Recycle CAP Recycle 8 712561 483162&quot;: Unilever UK: CALL FREE: 0800 591720 IE: CALLSAVE 1800 604 060 Vaseline is a Registered Trademark www.vaseline.com www.unilever.com Made in Poland Unilever RA: 455 3013 AL: NL EN Unilever Dept ER Wirral CH633JW UK 12M 400mle 41990 BQ 23:09",[],https://images.openbeautyfacts.org/images/products/871/256/148/3162/front_en.13.400.jpg,Maroc,[],https://world.openbeautyfacts.org/api/v2/product/8712561483162.json,OpenBeautyFacts,100,high,5
8001090576033,EAN13,Italy,Dentifrice Pro-expert Menthe douce,Oral B,,[],https://images.openbeautyfacts.org/images/products/800/109/057/6033/front_fr.6.400.jpg,France,[],https://world.openbeautyfacts.org/api/v2/product/8001090576033.json,OpenBeautyFacts,100,high,1
0246174014003,EAN13,United States / Canada,Hot Roast Butter Chicken,Coles,,[],,Australia,[],https://world.openfoodfacts.org/api/v2/product/0246174014003.json,OpenFoodFacts,100,high,2
9781405234788,EAN13,,Hershey milk chocolate bars king-size 2.6Oz Bar 18 boxes of 12 bars,,,[],,India,[],https://world.openproductsfacts.org/api/v2/product/9781405234788.json,OpenProductsFacts,100,high,1
